,V00,V1_1,V1_2,V1_3,V1_4,V1_5,V2_1,V2_2,V2_3,groep_split,V3_Codes,V3,V4_1,V4_2,V5_1,V5_2,V5_3,V5_4,V5_5,V5_6,V5_7,V5_8,V5_9,V6a,V6b,V7_1,V7_2,V7_3,V7_4,V7_5,id,Opmerkingen,Opmerkingen_Codes,Cijfer,GESLACHT2,OPLEID_HER,IOPOL2023,stedc,nielsen_4,LFT5,lft_weging_Niels,weging_totaal_pol
721,Ja,Een beetje mee eens,Mee eens,Mee oneens,Mee oneens,Een beetje mee eens,Een beetje mee eens,Neutraal,Neutraal,B,0,"Het groener maken van tuinen, dit is gunstiger voor o.a. wateroverlast, droogte en hitte in de binnenstad.",3,3,4,4,5,5,6,6,4,6,4,Ja,In mijn tuin is de grond vooral beplant (groen),Neutraal,Neutraal,Neutraal,Een beetje mee eens,Een beetje mee oneens,113BC967-F74B-46F7-8E3F-AEA57C7F1FD4,,,8,Man,hoog,CDA,Matig stedelijk,"Oost (OV, GD, FL)",40-54,40 t/m 64,1.0987028364414966
722,Ja,Mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Mee eens,Helemaal mee eens,Mee eens,Mee oneens,D,0,Over meer groen en beter omgaan met regenwater doormiddel van een Wadi,5,6,4,5,4,4,4,4,4,4,5,Nee,,Mee oneens,Een beetje mee eens,Mee eens,Een beetje mee eens,,1641122F-9826-4187-8701-0BDD345554C1,,,8,Man,midden,"Nee, ik heb niet gestemd",Weinig stedelijk,"Oost (OV, GD, FL)",25-39,18 t/m 39,1.4296145282091322
723,Ja,Mee eens,Een beetje mee eens,Neutraal,Een beetje mee eens,Mee eens,Mee eens,Helemaal mee eens,Mee eens,C,0,Het effect van de mens op het klimaat.,4,4,4,5,4,5,5,4,4,4,4,Ja,In mijn tuin is de grond vooral beplant (groen),Neutraal,Neutraal,Een beetje mee eens,Neutraal,Neutraal,BC2AE69B-5DCE-4D9B-B813-0F28F209F5F1,,,8,Vrouw,midden,"Nee, ik heb niet gestemd",Weinig stedelijk,"Oost (OV, GD, FL)",25-39,18 t/m 39,1.3558417523022364
724,Ja,Een beetje mee oneens,Een beetje mee oneens,Mee oneens,Mee oneens,Een beetje mee oneens,Neutraal,Een beetje mee oneens,Een beetje mee eens,C,0,Dat mensen meer kunnen doen voor het klimaat verandering,2,4,3,5,5,5,5,4,7 Maakt zich heel veel zorgen om de maatschappij,5,6,Ja,In mijn tuin is de grond vooral betegeld,Een beetje mee eens,Een beetje mee eens,Een beetje mee eens,Neutraal,Neutraal,3E963551-ED54-4A6A-B644-763D7E12B969,,,9,Man,midden,PVV,Weinig stedelijk,"Oost (OV, GD, FL)",40-54,40 t/m 64,1.0242059122827951
725,Ja,Een beetje mee eens,Mee eens,Mee eens,Een beetje mee eens,Mee eens,Mee eens,Een beetje mee eens,Mee oneens,C,0,Meer groen en water in steden beperkt de warmte in steden en vermindert de afvoer van regenwater via het riool aanzienlijk.,5,6,4,5,5,5,5,6,5,5,5,Ja,In mijn tuin is de grond vooral beplant (groen),Een beetje mee eens,Mee eens,Mee oneens,Een beetje mee eens,Neutraal,F0D37BCC-045B-4339-A43A-29962CE891C3,,,7,Man,hoog,ChristenUnie,Weinig stedelijk,"Oost (OV, GD, FL)",55-64,40 t/m 64,0.9595378704611608
726,Ja,Een beetje mee eens,Neutraal,Een beetje mee eens,Een beetje mee oneens,Neutraal,Mee eens,Mee eens,Een beetje mee oneens,B,,,4,4,5,5,6,5,5,5,5,5,5,Nee,,Neutraal,Neutraal,Neutraal,Neutraal,,E4F6DD84-2089-47AC-91CE-15D931DECBE6,,,7,Man,midden,VVD,Niet stedelijk,"Oost (OV, GD, FL)",55-64,40 t/m 64,0.8314732889757118
727,Ja,Helemaal mee oneens,Een beetje mee oneens,Helemaal mee oneens,Helemaal mee oneens,Mee oneens,Neutraal,Helemaal mee oneens,Neutraal,B,,,1 Zakelijk,1 Formeel,4,4,4,4,4,4,5,4,4,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,E6D59D00-5342-40B3-AB4A-54DBCB074CDB,,,5,Vrouw,laag,PVV,Weinig stedelijk,"Oost (OV, GD, FL)",65,65+,1.010424044892409
728,Ja,Een beetje mee eens,Mee oneens,Neutraal,Neutraal,Mee eens,Neutraal,Neutraal,Mee oneens,A,0,Tegels de tuinen uit. Veel meer groen.,3,2,5,5,5,5,5,5,6,5,5,Ja,In mijn tuin is de grond vooral beplant (groen),Neutraal,Mee eens,Een beetje mee eens,Neutraal,Mee oneens,EBFF3BA4-D78C-4D90-897A-9210F9A16ABD,De titel van het onderzoek doet vermoeden dat er andere meer uitgebreide vragen komt over het klimaat.  Een beetje een teleurstellende onderzoek.,,3,Vrouw,laag,PVV,Weinig stedelijk,"Oost (OV, GD, FL)",65,65+,1.010424044892409
729,Ja,Neutraal,Neutraal,Een beetje mee eens,Een beetje mee oneens,Mee eens,Mee eens,Een beetje mee eens,Helemaal mee oneens,B,0,Vergroening tuinen,3,4,5,6,5,6,5,5,6,4,6,Ja,In mijn tuin is de grond vooral beplant (groen),Een beetje mee eens,Mee eens,Neutraal,Neutraal,Mee oneens,338ED6CC-4202-4803-A13D-5BBFD5CC3AF6,Ik heb geen foto van een wadi gezien !!,,8,Man,midden,VVD,Weinig stedelijk,"Oost (OV, GD, FL)",65,65+,0.9383373448474049
730,Ja,Mee oneens,Een beetje mee eens,Neutraal,Mee oneens,Neutraal,Neutraal,Neutraal,Een beetje mee oneens,C,,,4,4,4,4,5,4,4,4,5,4,4,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Een beetje mee eens,Neutraal,Een beetje mee oneens,Neutraal,Mee oneens,2057A9B1-36E6-4E6B-B809-60F74CFD17AC,,,7,Man,laag,"Nee, ik heb niet gestemd",Weinig stedelijk,"Oost (OV, GD, FL)",40-54,40 t/m 64,0.8263208120065932
731,Ja,Een beetje mee eens,Mee eens,Mee eens,Helemaal mee eens,Mee eens,Mee eens,Mee eens,Mee oneens,D,0,"over het positieve effect van meer groen in de tuinen, zowel qua temperatuur als qua vasthouden van water",5,5,6,6,5,5,5,6,6,5,6,Ja,In mijn tuin is de grond vooral betegeld,Een beetje mee eens,Een beetje mee eens,Een beetje mee oneens,Mee eens,Neutraal,03B0A968-F640-4B90-AC39-0214783BF2CE,,,8,Vrouw,hoog,GroenLinks-PvdA,Sterk stedelijk,"Oost (OV, GD, FL)",25-39,18 t/m 39,1.295340908701173
732,Ja,Neutraal,Een beetje mee eens,Neutraal,Neutraal,Een beetje mee eens,Een beetje mee eens,Neutraal,Neutraal,D,0,klimaat en vergroening,3,2,7 Is heel erg gevoelig,6,7 Is heel erg deskundig,5,7 Is heel erg competent,5,7 Maakt zich heel veel zorgen om de maatschappij,6,7 Is heel erg intelligent,Nee,,Mee eens,Mee eens,Mee eens,Mee eens,,6A1F11F6-4FD2-4182-87A4-D6FCB4D5B740,,,7,Vrouw,laag,PVV,Sterk stedelijk,"Oost (OV, GD, FL)",55-64,40 t/m 64,0.7847274990946397
733,Ja,Een beetje mee eens,Mee eens,Een beetje mee eens,Neutraal,Een beetje mee eens,Helemaal mee eens,Helemaal mee eens,Neutraal,B,0,Het artikel ging over de invloed van de tuinen in de temperatuur,5,2,6,6,6,6,6,7 Is heel erg eerlijk,7 Maakt zich heel veel zorgen om de maatschappij,6,5,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Een beetje mee eens,Helemaal mee eens,Helemaal mee eens,Een beetje mee eens,Mee eens,861016A2-D735-4FBA-B654-40603CF68C67,,,8,Vrouw,hoog,"Nee, ik heb niet gestemd",Sterk stedelijk,"Oost (OV, GD, FL)",40-54,40 t/m 64,1.1928515658887828
734,Ja,Een beetje mee eens,Een beetje mee eens,Een beetje mee oneens,Een beetje mee eens,Een beetje mee eens,Mee eens,Een beetje mee oneens,Mee oneens,D,1,Helemaal mee eens,6,5,6,7 Is helemaal niet oprecht,7 Is heel erg deskundig,6,7 Is heel erg competent,7 Is heel erg eerlijk,7 Maakt zich heel veel zorgen om de maatschappij,7 Geeft heel veel om de maatschappij,7 Is heel erg intelligent,Ja,In mijn tuin is de grond vooral beplant (groen),Mee eens,Mee eens,Mee oneens,Helemaal mee eens,Helemaal mee eens,A2661360-259F-45D8-B226-7DD0CFBF7E32,,,9,Vrouw,hoog,GroenLinks-PvdA,Sterk stedelijk,"Oost (OV, GD, FL)",40-54,40 t/m 64,1.1127377850076154
735,Ja,Neutraal,Een beetje mee oneens,Een beetje mee eens,Een beetje mee oneens,Een beetje mee oneens,Een beetje mee eens,Neutraal,Een beetje mee eens,D,,"Te lang, ik kan niet goed lezen",1 Zakelijk,1 Formeel,4,4,4,4,4,4,4,4,4,Ja,In mijn tuin is de grond vooral betegeld,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,654EC4D9-AF96-4C68-862E-C89C2BBF4728,,,3,Vrouw,hoog,NSC,Sterk stedelijk,"Oost (OV, GD, FL)",40-54,40 t/m 64,1.3605454345403136
736,Ja,Neutraal,Mee eens,Een beetje mee eens,Mee oneens,Mee eens,Helemaal mee eens,Mee eens,Helemaal mee oneens,D,0,Het artikel gaat over vergroening van tuinen in grote steden en wat het voordeel hiervan is.,5,3,6,7 Is helemaal niet oprecht,6,7 Is heel erg betrouwbaar,7 Is heel erg competent,7 Is heel erg eerlijk,7 Maakt zich heel veel zorgen om de maatschappij,5,7 Is heel erg intelligent,Nee,,Helemaal mee eens,Helemaal mee eens,Mee oneens,Mee eens,,90018465-ACAD-4733-A9FB-25C9A912E215,De tekst lijkt mij betrouwbaar omdat ik al vaker heb gehoord dat vergroening van tuinen bepaalde voordelen heeft.,,9,Man,laag,ChristenUnie,Sterk stedelijk,"Oost (OV, GD, FL)",55-64,40 t/m 64,0.8868612824289274
737,Ja,Mee oneens,Mee oneens,Mee oneens,Mee oneens,Mee oneens,Helemaal mee eens,Mee eens,Mee oneens,B,0,"Steden zijn warmer dan het platteland .Vergroenen van tuinen is goed om de klimaatcrisis deels te bestrijden,  denk aan minder tegels. Dat blijkt uit onderzoek.",4,4,6,6,7 Is heel erg deskundig,6,6,6,6,6,6,Ja,In mijn tuin is de grond vooral beplant (groen),Neutraal,Mee eens,Mee oneens,Neutraal,Mee eens,F3D61EB2-B01F-4008-BBE9-BD8CBBE5541D,,,8,Man,hoog,D66,Sterk stedelijk,"Oost (OV, GD, FL)",65,65+,1.1055712298239349
738,Ja,Mee eens,Mee eens,Mee eens,Mee eens,Een beetje mee eens,Mee eens,Een beetje mee eens,Neutraal,D,0,"Over het vergroenen van tuinen omdat dat beter zou zijn voor de temperatuur in steden.
En omdat het daarnaast ook goed is om voor het vasthouden van water in de tuin(in plaats van riool) en voor het beter laten afvoeren van water in geval van wateroverlast(veel regen)",5,5,5,6,7 Is heel erg deskundig,6,6,6,5,6,6,Ja,In mijn tuin is de grond vooral beplant (groen),Neutraal,Mee eens,Een beetje mee eens,Mee eens,Een beetje mee eens,A4B1F39A-8983-423E-A820-36AF13A48922,,,9,Man,midden,"Nee, ik heb niet gestemd",Sterk stedelijk,"Oost (OV, GD, FL)",40-54,40 t/m 64,0.7796188658511899
739,Ja,Neutraal,Mee eens,Mee eens,Mee eens,Mee eens,Helemaal mee eens,Neutraal,Helemaal mee oneens,C,1,Het zijn de (voor mij) bekende feiten en suggesties,1 Zakelijk,1 Formeel,4,4,4,4,4,4,4,4,4,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Een beetje mee oneens,Mee eens,Neutraal,Neutraal,Neutraal,C18FFFBD-4C62-4DAF-A67C-EAAB5C136AE6,"De vraag over de mening over de schrijver is eigenlijk niet te beantwoorden, want de tekst zegt niets over de persoon zelf (zijn gevoelens, deskundigheid, intelligentie etc). Ik ken de schrijver niet, dus weet ik ook niet wie en wat en hoe hij/zij is.",,7,Man,hoog,"Nee, ik heb niet gestemd",Sterk stedelijk,"Oost (OV, GD, FL)",65,65+,1.035870234273982
740,Ja,Helemaal mee oneens,Neutraal,Neutraal,Helemaal mee oneens,Neutraal,Helemaal mee oneens,Helemaal mee oneens,Een beetje mee oneens,A,,,4,7 Informeel,4,4,4,4,4,4,4,4,4,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Neutraal,Neutraal,Neutraal,Neutraal,Helemaal mee oneens,D7A574EB-EF61-4D34-84FB-0AB89F02FA66,,,6,Vrouw,midden,"Nee, ik heb niet gestemd",Sterk stedelijk,"Oost (OV, GD, FL)",40-54,40 t/m 64,0.871614596
741,Ja,Een beetje mee eens,Mee eens,Mee eens,Een beetje mee eens,Mee eens,Mee eens,Een beetje mee eens,Neutraal,D,0,"We moeten onze tuinen groener maken, daar waar mogelijk. Minder tegels zodat de temperatuur lager is bij warmte en water makkelijker in de grond wordt opgenomen bij zware regenval.",4,5,5,7 Is helemaal niet oprecht,6,6,7 Is heel erg competent,7 Is heel erg eerlijk,7 Maakt zich heel veel zorgen om de maatschappij,6,7 Is heel erg intelligent,Ja,In mijn tuin is de grond vooral beplant (groen),Mee eens,Mee eens,Mee oneens,Neutraal,Mee eens,02326C20-84C0-444C-995D-7BADA6E1A07A,,,7,Man,midden,"Nee, ik heb niet gestemd",Sterk stedelijk,"Oost (OV, GD, FL)",65,65+,0.8798183973858478
742,Ja,Een beetje mee eens,Mee eens,Een beetje mee eens,Mee eens,Mee eens,Helemaal mee eens,Mee eens,Helemaal mee oneens,B,0,Hoofdgedachte: het vergroenen van tuinen (tegels vervangen door beplanting) draagt bij aan het afkoelen van steden en daarmee aan verbetering van het klimaat,3,5,4,6,7 Is heel erg deskundig,5,7 Is heel erg competent,6,5,7 Geeft heel veel om de maatschappij,6,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Mee eens,Helemaal mee eens,Helemaal mee oneens,Neutraal,Mee eens,12386AA0-4CA9-4208-8314-83F62BC3E4E6,,,8,Man,hoog,NSC,Sterk stedelijk,"Oost (OV, GD, FL)",25-39,18 t/m 39,1.2544503764125234
743,Ja,Neutraal,Een beetje mee eens,Neutraal,Een beetje mee eens,Mee eens,Neutraal,Neutraal,Een beetje mee eens,D,0,Over de vergroening van de steden en het positieve effect,3,3,3,3,6,6,5,5,4,4,3,Ja,In mijn tuin is de grond vooral beplant (groen),Mee eens,Mee eens,Helemaal mee oneens,Helemaal mee oneens,Helemaal mee oneens,C5CC3C6F-2A2C-4779-BD3B-D86BD7252114,,,6,Vrouw,midden,VVD,Sterk stedelijk,"Oost (OV, GD, FL)",40-54,40 t/m 64,0.929587888
744,Ja,Neutraal,Mee eens,Helemaal mee eens,Mee eens,Mee eens,Mee eens,Een beetje mee oneens,Een beetje mee eens,C,0,Dat het beter is voor het klimaat en de temperatuur om de tuinen groener te maken,4,3,4,6,5,5,5,4,5,4,6,Nee,,Mee eens,Mee eens,Mee oneens,Mee eens,,F2956D10-D0A1-4A0A-824F-7BE0F4A1B06C,,,8,Vrouw,midden,"Nee, ik heb niet gestemd",Sterk stedelijk,"Oost (OV, GD, FL)",25-39,18 t/m 39,1.3558417523022364
745,Ja,Een beetje mee eens,Helemaal mee eens,Mee eens,Mee oneens,Helemaal mee eens,Mee eens,Een beetje mee eens,Helemaal mee oneens,C,0,"Het effect van het vergroenen van tuinen op de luchttemperatuur, het (lokale) klimaat en de waterhuishouding. Hoe meer groen, hoe lager de temperatuur en hoe beter de waterhuishouding door het vasthouden van water.",4,6,3,7 Is helemaal niet oprecht,6,6,6,5,3,6,5,Ja,In mijn tuin is de grond vooral betegeld,Mee eens,Een beetje mee eens,Helemaal mee oneens,Een beetje mee eens,Een beetje mee oneens,B95669BF-DB86-4FF4-B301-93CADDFC9B4D,,,8,Man,midden,D66,Sterk stedelijk,"Oost (OV, GD, FL)",25-39,18 t/m 39,1.5258095462450465
746,Ja,Mee eens,Mee eens,Helemaal mee eens,Mee eens,Een beetje mee eens,Een beetje mee eens,Een beetje mee eens,Een beetje mee oneens,B,0,Vergroenen van de tuin heeft tot gevolg dat de temperatuur zakt.,2,4,6,5,5,5,6,4,6,7 Geeft heel veel om de maatschappij,7 Is heel erg intelligent,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Een beetje mee eens,Mee oneens,Mee eens,Een beetje mee oneens,Helemaal mee eens,4671636A-B6B6-46FE-8187-5568C0363BD7,,,,Vrouw,hoog,VVD,Sterk stedelijk,"Oost (OV, GD, FL)",65,65+,1.2374950192934138
747,Ja,Een beetje mee eens,Mee eens,Helemaal mee eens,Helemaal mee eens,Een beetje mee eens,Helemaal mee eens,Helemaal mee eens,Mee oneens,D,0,het verminderen van klimaatproblemen in steden zoals hoge temperaturen en wateroverlast door het weghalen van steen en aanleggen van groene tuinen,4,4,4,6,6,6,6,6,6,6,5,Ja,In mijn tuin is de grond vooral beplant (groen),Mee eens,Mee eens,Mee oneens,Neutraal,Neutraal,4FA54AAF-CAE2-4C22-A821-E9729261E40F,,,7,Man,hoog,GroenLinks-PvdA,Weinig stedelijk,"Oost (OV, GD, FL)",55-64,40 t/m 64,0.8339913499754048
748,Ja,Mee eens,Helemaal mee eens,Mee eens,Een beetje mee eens,Mee eens,Helemaal mee eens,Een beetje mee eens,Helemaal mee oneens,B,0,Het positieve effect van het verminderen van verhard oppervlak in (stedelijke) tuinen op het verminderen van de temperatuur en wateroverlast.,7 Persoonlijk,6,6,7 Is helemaal niet oprecht,6,6,6,6,5,6,7 Is heel erg intelligent,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Mee eens,Mee eens,Een beetje mee oneens,Neutraal,Mee eens,D6B7F9C9-16CD-4D9D-98A8-55D609D87998,,,8,Man,hoog,D66,Weinig stedelijk,"Oost (OV, GD, FL)",25-39,18 t/m 39,1.1738381405920593
749,Ja,Een beetje mee eens,Mee eens,Mee eens,Neutraal,Mee eens,Een beetje mee eens,Een beetje mee eens,Neutraal,C,1,Als dat echt bewezen is dan zou ik zelfs voor een verplichting opteren om de tuinen dus groener te maken,6,6,6,6,5,6,6,6,5,6,6,Ja,In mijn tuin is de grond vooral betegeld,Helemaal mee eens,Mee eens,Neutraal,Een beetje mee eens,Helemaal mee eens,F2DDB8A8-5180-490E-9A39-FC1E1BC43669,,,10,Vrouw,laag,NSC,Matig stedelijk,"Oost (OV, GD, FL)",65,65+,0.8772540428096636
750,Ja,Neutraal,Neutraal,Neutraal,Een beetje mee eens,Mee eens,Mee eens,Een beetje mee oneens,Neutraal,B,1,Duidelijk voor het grootste deel een stedelijk probleem. Ik leef al mijn gehele volwassen leeftijd in dorpen. Ik ben nu 67 jaar. Ik heb altijd tuinen gehad en om mij heen ook. Het leven in een stad heeft mij nooit aangetrokken en daar is de verstedelijking er zeker een van. Ik hou niet van stenen en beton.,2,3,5,6,4,4,4,5,6,4,5,Ja,In mijn tuin is de grond vooral beplant (groen),Mee eens,Neutraal,Een beetje mee eens,Mee eens,Neutraal,38F7BAC6-3DB8-4A31-88AD-4876B4A13D5F,"Zoveel wetenschappers zoveel meningen, het is maar net uit wat voor achtergrond deze persoon acteert. Het klimaat verander je alleen wanneer nagenoeg de hele wereld er echt iets aan wil doen. Er zijn nog veel te veel haantjes, wereldleiders, industrieën etc. die alleen aan hun eigen hachje denken. Het zal hun tijd wel duren. De enigen die zich echt zorgen maken, hebben niet de kracht en macht om echt iets te veranderen. Dus doe ik het op kleine schaal in mijn eigen dorp/woonomgeving en daar haal ik mijn voldoening uit. Ik probeer het door te geven naar anderen, ouderen en kinderen. Maarja ik ben er ook maar even.",,9,Man,laag,NSC,Matig stedelijk,"Oost (OV, GD, FL)",65,65+,1.1245114159723348
751,Ja,Een beetje mee oneens,Mee oneens,Een beetje mee oneens,Een beetje mee oneens,Neutraal,Helemaal mee eens,Mee eens,Helemaal mee oneens,A,0,Dit is de laatste jaren vaak onder de aandacht van het publiek gebracht: meer groen en minder tegels of beton verminderen de opwarming en zorgen voor een langzamer waterafvoer of een reservevoorraad water (wadi).,3,5,4,7 Is helemaal niet oprecht,7 Is heel erg deskundig,7 Is heel erg betrouwbaar,7 Is heel erg competent,7 Is heel erg eerlijk,7 Maakt zich heel veel zorgen om de maatschappij,6,6,Ja,In mijn tuin is de grond vooral beplant (groen),Helemaal mee eens,Helemaal mee eens,Helemaal mee oneens,Neutraal,Mee oneens,1254B115-E5C7-46CF-B94A-9E6EC132B917,,,10,Vrouw,hoog,Partij voor de Dieren,Weinig stedelijk,"Oost (OV, GD, FL)",65,65+,1.745274743195625
752,Ja,Een beetje mee eens,Een beetje mee eens,Mee eens,Neutraal,Een beetje mee eens,Mee eens,Mee eens,Mee oneens,D,1,het is fantastisch om een tuin te hebben met veel groen en de mogelijkheid voor het water om goed afgevoerd te worden,5,5,5,6,5,5,5,5,6,6,5,Ja,In mijn tuin is de grond vooral beplant (groen),Een beetje mee eens,Een beetje mee eens,Een beetje mee eens,Een beetje mee eens,Een beetje mee eens,D111C8D7-AD06-4F1B-BF93-36A7F695B255,,,8,Man,midden,"Nee, ik heb niet gestemd",Matig stedelijk,"Oost (OV, GD, FL)",55-64,40 t/m 64,0.7796188658511899
753,Ja,Een beetje mee eens,Een beetje mee oneens,Een beetje mee eens,Een beetje mee eens,Mee eens,Een beetje mee oneens,Helemaal mee eens,Helemaal mee eens,A,0,Vergroening draagt bij aan verkoeling van de stad. Vergroening verkleint overlast van water,4,5,4,4,1 Is helemaal niet deskundig,4,5,4,5,4,6,Ja,In mijn tuin is de grond vooral beplant (groen),Mee eens,Neutraal,Een beetje mee eens,Mee oneens,Mee oneens,85453E80-A88B-4BA8-A6B3-56EEBE087467,,,6,Man,hoog,BBB,Niet stedelijk,"Oost (OV, GD, FL)",40-54,40 t/m 64,1.0960809961330225
754,Ja,Mee oneens,Neutraal,Een beetje mee oneens,Helemaal mee oneens,Een beetje mee oneens,Een beetje mee eens,Neutraal,Mee oneens,C,,,5,5,5,5,6,5,4,4,6,6,6,Nee,,Mee eens,Mee eens,Mee eens,Mee eens,,4DBC8C52-EE58-4360-BC40-D1F2609EC66A,,,6,Vrouw,midden,Volt,Matig stedelijk,"Oost (OV, GD, FL)",65,65+,1.790618662
755,Ja,Mee oneens,Neutraal,Neutraal,Mee oneens,Neutraal,Een beetje mee eens,Een beetje mee eens,Een beetje mee oneens,D,0,"Met minder tegels is er minder opwarming mogelijk in de stad op warme dagen. Meer groen in tuinen maakt, dat water bij regen opgenomen wordt in de grond en niet hoeft weggevoerd te worden in het riool.",6,5,4,4,5,4,4,4,6,4,4,Ja,In mijn tuin is de grond vooral beplant (groen),Mee eens,Mee eens,Mee oneens,Mee eens,Mee eens,E1D5BC99-8CA2-4A23-88AF-9CA81C5F8C1F,,,8,Vrouw,midden,NSC,Matig stedelijk,"Oost (OV, GD, FL)",65,65+,1.1904772552227743
756,Ja,Neutraal,Mee eens,Een beetje mee eens,Helemaal mee oneens,Een beetje mee eens,Helemaal mee eens,Een beetje mee eens,Mee oneens,B,0,Invloed van vergroening op het klimaat!,5,3,5,6,5,5,6,6,6,6,6,Nee,,Mee eens,Een beetje mee eens,Een beetje mee eens,Een beetje mee eens,,55D698B1-06A3-4DA6-BC46-4DC83333A4DE,,,7,Vrouw,laag,VVD,Matig stedelijk,"Oost (OV, GD, FL)",65,65+,0.8202848604869809
757,Ja,Mee oneens,Mee eens,Mee eens,Een beetje mee eens,Mee oneens,Helemaal mee eens,Mee eens,Helemaal mee oneens,B,0,Vergroeiing van de tuinen en de verwachten impact daarop in steden,6,5,5,5,5,6,5,6,6,6,4,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Mee oneens,Mee eens,Mee eens,Een beetje mee eens,Mee eens,6FB8DE15-9A61-444C-AFCD-34F990DC921E,,,7,Man,hoog,NSC,Matig stedelijk,"Oost (OV, GD, FL)",25-39,18 t/m 39,1.2544503764125234
758,Ja,Een beetje mee eens,Mee eens,Mee eens,Neutraal,Mee eens,Mee eens,Een beetje mee eens,Een beetje mee eens,C,0,Vergroenen van (stads)tuinen tbv klimaat,4,5,6,6,5,6,6,6,7 Maakt zich heel veel zorgen om de maatschappij,5,7 Is heel erg intelligent,Ja,In mijn tuin is de grond vooral beplant (groen),Een beetje mee eens,Mee eens,Neutraal,Neutraal,Neutraal,FC0133F4-6C16-4D39-B877-5FF179FB8E61,"Lastig te zeggen of de schrijver bepaalde kenmerken heeft. Hij schrijft wellicht in opdracht, het doet er dan weinig toe of hij oprecht is, of overkomt bv....",,8,Vrouw,hoog,BBB,Matig stedelijk,"Oost (OV, GD, FL)",55-64,40 t/m 64,1.4624261269160272
759,Ja,Neutraal,Neutraal,Mee eens,Neutraal,Helemaal mee eens,Mee eens,Een beetje mee eens,Neutraal,B,0,Meer groen in tuinen. Minder tegels/steen/beton,4,6,7 Is heel erg gevoelig,6,4,5,5,7 Is heel erg eerlijk,7 Maakt zich heel veel zorgen om de maatschappij,5,7 Is heel erg intelligent,Ja,In mijn tuin is de grond ongeveer evenveel beplant (groen) als betegeld,Een beetje mee eens,Een beetje mee eens,Mee eens,Neutraal,Een beetje mee oneens,F69D3518-1C16-4EDF-9A04-7F8F10D5E588,,,7,Vrouw,laag,"Nee, ik heb niet gestemd",Niet stedelijk,"Oost (OV, GD, FL)",65,65+,0.7691281982077506
760,Ja,Neutraal,Helemaal mee oneens,Neutraal,Neutraal,Neutraal,Helemaal mee oneens,Helemaal mee oneens,Helemaal mee eens,A,0,"Temperatuur verlaging en vergroening. Opgang hemelwater zoveel op eigen erf, niet in het riool",2,2,4,5,1 Is helemaal niet deskundig,1 Is helemaal niet betrouwbaar,1 Is helemaal niet competent,1 Is helemaal niet eerlijk,6,6,6,Ja,In mijn tuin is de grond vooral beplant (groen),Helemaal mee oneens,Helemaal mee oneens,Neutraal,Helemaal mee oneens,Helemaal mee oneens,B40F0C42-8BB3-498B-A2C2-AD83C3391239,"Klimaat hoax is EEN GROTE LEUGEN! BAH! Dat ""men"" iets met hemelwater wil gaan doen is prima, daar kun je diverse dingen mee, bewateren, toilet gebruik, ja zelfs douchen. Al het andere.... EEN GROTE LEUGEN!!! Klimaat is een ""univers spel"" tussen de zon, alle planeten en manen! NIETS ANDERS! ""Wij"", de Mensch, schijt in zijn eigen tuin met alle grondstoffen delven, massaproductie (voedsel en alle andere ""technologische bagger"") Let maar op wat 24/25 januari gaat gebeuren in het Universum!",,1,Man,midden,"Nee, ik heb niet gestemd",Matig stedelijk,"Oost (OV, GD, FL)",55-64,40 t/m 64,0.7796188658511899
761,Ja,Mee eens,Een beetje mee oneens,Mee eens,Neutraal,Mee eens,Neutraal,Mee oneens,Neutraal,A,0,Klimaat en waar de mens en zijn tuin verantwoordelijkheid voor aangeschreven krijgen..,1 Zakelijk,1 Formeel,1 Is helemaal niet gevoelig,3,4,1 Is helemaal niet betrouwbaar,3,3,3,3,4,Ja,In mijn tuin is de grond vooral beplant (groen),Mee oneens,Neutraal,Neutraal,Mee oneens,Helemaal mee oneens,8BB46B9A-E527-41C8-AAB3-8CC0D5C26605,,,7,Man,midden,PVV,Weinig stedelijk,"Oost (OV, GD, FL)",55-64,40 t/m 64,1.0242059122827951
